#E,eV        Sig,b        Interpolation
 2211.36     6.26603      Lin-Lin
 2212.7      6.26993      Lin-Lin
 2215.39     6.27776      Lin-Lin
 2216.74     6.28171      Lin-Lin
 2218.08     6.29432      Lin-Lin
 2220.77     6.31961      Lin-Lin
 2222.12     6.33229      Lin-Lin
 2223.46     6.35519      Lin-Lin
 2226.15     6.40107      Lin-Lin
 2228.84     6.47011      Lin-Lin
 2230.19     6.50468      Lin-Lin
 2231.53     6.55412      Lin-Lin
 2234.22     6.65311      Lin-Lin
 2236.91     6.78347      Lin-Lin
 2238.93     6.90433      Lin-Lin
 2239.61     6.94466      Lin-Lin
 2240.95     7.04371      Lin-Lin
 2242.3      7.14284      Lin-Lin
 2242.97     7.20349      Lin-Lin
 2244.99     7.38554      Lin-Lin
 2247        7.60803      Lin-Lin
 2247.68     7.68224      Lin-Lin
 2249.02     7.85879      Lin-Lin
 2249.69     7.94712      Lin-Lin
 2251.04     8.15222      Lin-Lin
 2251.71     8.25484      Lin-Lin
 2253.06     8.49327      Lin-Lin
 2253.73     8.61257      Lin-Lin
 2255.07     8.89005      Lin-Lin
