#E,eV        Sig,b        Interpolation
 30194.3     3.24834      Lin-Lin
 30195.5     3.28296      Lin-Lin
 30200       3.41012      Lin-Lin
 30200.4     3.42276      Lin-Lin
 30205.3     3.57456      Lin-Lin
 30205.7     3.58723      Lin-Lin
 30210.1     3.73986      Lin-Lin
 30211.3     3.78156      Lin-Lin
 30215       3.91909      Lin-Lin
 30217       3.99562      Lin-Lin
 30219.8     4.1139       Lin-Lin
 30222.7     4.23237      Lin-Lin
 30224.7     4.32607      Lin-Lin
 30228.3     4.49499      Lin-Lin
 30229.3     4.54491      Lin-Lin
 30233.7     4.77401      Lin-Lin
 30233.9     4.78323      Lin-Lin
 30238.5     5.0464       Lin-Lin
 30238.9     5.06952      Lin-Lin
 30243.1     5.33584      Lin-Lin
 30244.1     5.39741      Lin-Lin
 30247.7     5.65391      Lin-Lin
 30249.3     5.7624       Lin-Lin
 30252.5     6.01443      Lin-Lin
 30253.5     6.09018      Lin-Lin
 30257.4     6.42456      Lin-Lin
 30258.3     6.50831      Lin-Lin
 30262.2     6.88184      Lin-Lin
 30263.2     6.97539      Lin-Lin
 30265.4     7.21963      Lin-Lin
 30268       7.49913      Lin-Lin
 30268.7     7.57607      Lin-Lin
 30271.3     7.88424      Lin-Lin
 30271.9     7.96766      Lin-Lin
 30274.5     8.30176      Lin-Lin
 30275.2     8.39235      Lin-Lin
 30277.7     8.75527      Lin-Lin
 30278.4     8.85389      Lin-Lin
 30281       9.24889      Lin-Lin
 30281.6     9.35643      Lin-Lin
 30284.2     9.78725      Lin-Lin
 30284.9     9.9048       Lin-Lin
 30287.5     10.3757      Lin-Lin
 30288.1     10.5044      Lin-Lin
 30290.7     11.0203      Lin-Lin
 30291.3     11.1617      Lin-Lin
 30293.9     11.728       Lin-Lin
 30294.6     11.8836      Lin-Lin
 30297.2     12.5069      Lin-Lin
 30297.8     12.6785      Lin-Lin
 30300.4     13.366       Lin-Lin
 30301       13.5558      Lin-Lin
 30303.6     14.3161      Lin-Lin
 30304.3     14.5265      Lin-Lin
 30306.9     15.3694      Lin-Lin
 30307.5     15.6031      Lin-Lin
 30309.9     16.481       Lin-Lin
 30310.1     16.5396      Lin-Lin
 30312.4     17.4395      Lin-Lin
 30312.5     17.5039      Lin-Lin
 30314.8     18.4808      Lin-Lin
 30315       18.5507      Lin-Lin
 30317.2     19.6126      Lin-Lin
 30317.4     19.6886      Lin-Lin
 30319.6     20.8442      Lin-Lin
 30319.8     20.9268      Lin-Lin
 30322.1     22.1857      Lin-Lin
 30322.2     22.2758      Lin-Lin
 30324.5     23.6483      Lin-Lin
 30324.7     23.7465      Lin-Lin
 30326.9     25.2439      Lin-Lin
 30327.1     25.3511      Lin-Lin
 30329.4     26.9855      Lin-Lin
 30329.5     27.1023      Lin-Lin
 30331.8     28.8863      Lin-Lin
 30331.9     29.0139      Lin-Lin
 30334.2     30.9602      Lin-Lin
