#E,eV        Sig,b        Interpolation
 16760.3     1.70127      Lin-Lin
 16760.8     1.70153      Lin-Lin
 16761.2     1.7017       Lin-Lin
 16761.6     1.70182      Lin-Lin
 16762.1     1.70188      Lin-Lin
 16762.2     1.70188      Lin-Lin
 16762.7     1.70184      Lin-Lin
 16763.1     1.70173      Lin-Lin
 16763.5     1.70157      Lin-Lin
 16764       1.70135      Lin-Lin
 16764.4     1.70106      Lin-Lin
 16765       1.70062      Lin-Lin
 16765.5     1.7001       Lin-Lin
 16766.1     1.69953      Lin-Lin
 16766.8     1.69878      Lin-Lin
 16767.9     1.69744      Lin-Lin
 16768.9     1.69618      Lin-Lin
 16769.7     1.69538      Lin-Lin
 16770.2     1.6948       Lin-Lin
 16770.7     1.69429      Lin-Lin
 16771.1     1.69386      Lin-Lin
 16771.6     1.69347      Lin-Lin
 16771.9     1.69319      Lin-Lin
 16772.2     1.69292      Lin-Lin
 16772.6     1.69265      Lin-Lin
 16773       1.6924       Lin-Lin
 16773.3     1.69217      Lin-Lin
 16773.7     1.69196      Lin-Lin
 16773.9     1.69183      Lin-Lin
 16774.2     1.69169      Lin-Lin
 16774.5     1.69155      Lin-Lin
 16774.8     1.69143      Lin-Lin
 16775.1     1.69131      Lin-Lin
 16775.4     1.6912       Lin-Lin
 16775.7     1.6911       Lin-Lin
 16776       1.69101      Lin-Lin
 16776.3     1.69093      Lin-Lin
 16776.5     1.69086      Lin-Lin
 16776.7     1.69081      Lin-Lin
 16777.1     1.69073      Lin-Lin
 16777.4     1.69066      Lin-Lin
 16777.7     1.6906       Lin-Lin
 16778.1     1.69055      Lin-Lin
 16778.4     1.6905       Lin-Lin
 16778.8     1.69046      Lin-Lin
 16779.1     1.69042      Lin-Lin
 16779.4     1.69038      Lin-Lin
 16779.8     1.69035      Lin-Lin
 16780       1.69033      Lin-Lin
 16780.3     1.69031      Lin-Lin
 16780.7     1.69028      Lin-Lin
 16781.1     1.69026      Lin-Lin
 16781.5     1.69024      Lin-Lin
 16781.8     1.69022      Lin-Lin
 16782.4     1.69019      Lin-Lin
 16782.9     1.69017      Lin-Lin
 16783.5     1.69015      Lin-Lin
 16784       1.69014      Lin-Lin
 16784.8     1.69012      Lin-Lin
 16785.5     1.6901       Lin-Lin
 16786.4     1.69008      Lin-Lin
